School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes
6792318,Ysgol Gymraeg Y Ffin,679,Monmouthshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Sandy Lane,Caldicot,,,NP26 4NQ,01291 420331,119
6792319,Cantref Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Harold Road,Abergavenny,Monmouthshire,,NP7 7DG,01873 854697,240
6792320,Deri View Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llwynu Lane,Abergavenny,Monmouthshire,,NP7 6AR,01873 735010,329
6792321,Kymin View Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wyesham Road,Monmouth,,,NP25 3JR,01600 714146,186
6792322,Castle Park Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Church Road,Caldicot,Monmouthshire,,NP26 4HN,01873 420465,196
6792323,Llanfoist Fawr Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Llanfoist,Abergavenny,Monmouthshire,,NP7 9FD,01873 853093,210
6792324,Dewstow,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Green Lane,Caldicot,Newport,Monmouthshire,NP26 4EE,01291 636360,239
6793004,Llantilio Pertholey Cv Primary,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Hillgrove Avenue,Mardy  Abergavenny,Monmouthshire,,NP7 6LZ,01873 853746,204
6793022,Usk Primary School,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Monmouth Road,Usk,Monmouthshire,,NP15 1SE,01291 673818,269
6793031,Raglan Primary,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales, STATION ROAD,RAGLAN,Monmouthshire,,NP15 2EN,01291 690704,199
6793032,Osbaston Church In Wales School,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Osbaston Road,Osbaston,Monmouth,Monmouthshire,NP25 3AX,01600 775070,208
6793310,Magor V A Primary School,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Sycamore Terrace,Magor,Newport,Monmouthshire,NP26 3EG,01633 880327,303
6793317,Our Lady & St Michael's Rc,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,14  Pen Y Pound Road,Abergavenny,Monmouthshire,,NP7 5UD,01873 735080,182
6793326,St Mary's R.C.P.School,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Bulwark Road,Chepstow,Monmouthshire,,NP16 5JE,01291 623006,153
6793327,Archbishop Rowan Williams VA,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Crick Road,Portskewett,Monmouthshire,,NP26 5UL,01291 420526,218
6794060,Monmouth Comprehensive School,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Old Dixton Road,Monmouth,Monmouthshire,,NP25 3YT,01600 775177,1657
6794064,King Henry Viii Comprehensive,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Old Hereford Road,Abergavenny,Monmouthshire,,NP7 6EP,01873 735373,997
6794065,Chepstow Comprehensive School,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Welsh Street,Chepstow,Monmouthshire,,NP16 5LR,01291 635777,814
6794066,Caldicot School,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Mill Lane,Caldicot,Monmouthshire,,NP26 5XA,01291 426436,1294
6801001,Kimberley Nursery School,680,Newport,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Blaenypant Crescent,Malpas,Newport,,NP20 5QB,01633 855848,56
6801005,Fairoak,680,Newport,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Church Road,Newport,,,NP19 7EJ,01633 259415,61
6802003,Clytha Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryngwyn Road,Newport,,,NP20 4JT,01633 265266,237
6802004,Crindau Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ailesbury Street,Newport,,,NP20 5ND,01633 858268,358
6802009,Eveswell Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chepstow Road,Newport,,,NP19 8GX,01633 272142,487
6802017,Maesglas Primary & Nursery,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesglas Road,Newport,,,NP20 3DG,01633 816047,285
6802019,Maindee Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rodney Road,Newport,,,NP19 0AP,01633 263309,534
6802022,Malpas Court Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Whittle Drive,Newport,,,NP20 6NS,01633 855005,236
6802027,St. Woolos Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stow Hill,Newport,,,NP20 4DW,01633 265792,348
6802030,Somerton Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hawthorn Fosse,Newport,,,NP19 9AB,01633 272504,164
6802039,Glasllwch Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Melbourne Way,Newport,,,NP20 3RH,01633 266398,240
6802043,Malpas Park Primary,680,Newport,Primary,Community,EM,English medium,Infants & Juniors,---,Wavell Drive,Malpas,Newport,,NP20 6LE,01633 675900,229
6802209,Langstone Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Roman Road,Langstone,Newport,,NP18 2JU,01633 412200,342
6802224,Llanmartin Junior & Infants,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waltwood Road,Llanmartin,Newport,,NP18 2HB,01633 412660,184
6802236,Marshfield Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Marshfield Road,Castleton,Newport,,CF3 2UW,01633 680303,442
6802258,Mount Pleasant Primary,680,Newport,Primary,Community,EM,English medium,Infants & Juniors,---,Ruskin Avenue,Rogerstone,Newport,,NP10 0AB,01633 894820,265
6802276,Rogerstone Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ebenezer Drive,Highcross Estate,Rogerstone,Newport,NP10 9YX,01633 894591,505
6802295,High Cross Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Cross Drive,High Cross,Rogerstone,Newport,NP10 9AB,01633 895472,258
6802300,Pentrepoeth Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryn Hedydd,Cwm Cwddy Drive,Bassaleg,Newport,NP10 8JN,01633 896101,448
6802302,Pillgwenlly Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Capel Crescent,Newport,,,NP20 2FT,01633 265268,639
6802314,Ysgol Gymraeg Casnewydd,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Hartridge Farm Road,Casnewydd,,,NP18 2LN,01633 290270,386
6802315,Alway Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aberthaw Road,Newport,,,NP19 9QP,01633 277905,415
6802316,Ringland Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dunstable Road,Newport,,,NP19 9LU,01633 272308,245
6802317,Millbrook Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, PARRET ROAD,BETTWS,,,NP20 7DQ,01633 855100,289
6802318,Monnow Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Darent Close,Newport,,,NP20 7SQ,01633 852636,393
6802319,Glan Usk Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bank Street,Newport,,,NP19 7HF,01633 259445,686
6802320,Ysgol Gymraeg Ifor Hael,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Clos Meon,Bettws,Newport,,NP20 7DU,01633 414694,200
6802321,Lliswerry Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Nash Road,Newport,,,NP19 4NG,01633 277015,632
6802322,St. Julians Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beaufort Road,Newport,,,NP19 7UB,01633 259563,687
6802323,Ysgol Gymraeg Bro Teyrnon,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Brynglas Drive,Casnewydd,,,NP20 5QS,01633 850804,200
6802324,Caerleon Lodge Hill Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lodge Hill,Caerleon,Newport,,NP18 3BY,01633 422322,350
6802325,St Andrew's Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Milner Street,Newport,,,NP19 0GR,01633 257262,690
6802326,Gaer Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gaer Road,Newport,,,NP20 3GY,01633 263407,487
6802327,Tredegar Park Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Partridge Way,Duffryn,,Newport,NP10 8WP,01633 817161,450
6802328,Jubilee Park Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,temp postcode,,Rogerstone,Newport,NP10 9NL,,338
6802329,Milton Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendre Farm Drive,,,Newport,NP19 9HB,01633 273505,469
6802330,Glan Llyn Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bessemer Drive,,Newport,,NP19 4EB,,143
6803002,Malpas Church in Wales Primary School,680,Newport,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Yewberry Close,Malpas,,Newport,NP20 6WJ,01633 855998,335
6803300,St. Davids Primary,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Park Crescent,Newport,,,NP20 3AQ,01633 816027,215
6803301,St Josephs R.C. Jnr. & Infts,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Fairoak Avenue,Newport,,,NP19 8FW,01633 258801,214
6803302,St Marys Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Queens Hill,Newport,,,NP20 5HJ,01633 840490,409
6803304,St Michael's Rc Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Baldwin Close,Newport,,,NP20 2LW,01633 262078,241
6803305,St Patricks R.C. Primary,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Fairfax Road,Newport,,,NP19 0HR,01633 272488,240
6803306,St. Gabriel's R.C.,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Ringland Circle,Newport,,,NP19 9PQ,01633 273937,179
6803313,Charles Williams Church in Wales Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,High Street,Caerleon,,,NP18 1AZ,01633 420411,595
6804003,St Julian's School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heather Road,St Julian's,Newport,,NP19 7XU,01633 224490,1442
6804020,The John Frost School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,"Lighthouse Road,",Duffryn,Newport,,NP10 8YD,01633 654100,1208
6804021,Llanwern High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Hartridge Farm Road,Newport,,,NP18 2YE,01633 411116,898
6804025,Newport High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Bettws Lane,Newport,,,NP20 7YB,01633 820100,1106
6804026,Lliswerry High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Nash Road,Newport,,,NP19 4RP,01633 277867,933
6804030,Bassaleg School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Forge Lane,Bassaleg,Newport,,NP10 8NF,01633 892191,1677
6804059,Caerleon Comprehensive School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Cold Bath Road,Caerleon,Newport,,NP18 1NF,01633 420106,1513
6804060,Ysgol Gyfun Gwent Is Coed,680,Newport,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Duffryn Way,Duffryn,Newport,,NP10 8BX,01633 851614,351
6804602,St. Joseph's R.C. High School,680,Newport,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Pencarn Way,Tredegar Park,Newport,,NP10 8XH,01633 653110,1414
6807002,Maes Ebbw School,680,Newport,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Maesglas Road,Maesglas,Newport,,NP20 3DG,01633 815480,143
6807004,Ysgol Bryn Derw,680,Newport,Special,Community,NA,Not applicable,Special (with post-16 provision),---,Melfort Road,,,Newport,NP20 3FQ,,69
6811003,Grangetown Nursery School,681,Cardiff,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Avondale Road,Grangetown,Cardiff,,CF11 7DT,02920 345026,100
6811017,Tremorfa Nursery,681,Cardiff,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Mona Place,Tremorfa,Cardiff,,CF24 2TG,02920 462581,76
6811018,Ely And Caerau Children's Centre,681,Cardiff,Nursery,Not Applicable,NA,Not applicable,Nursery,---,Michaelston College,Michaelston Road,Cardiff,,CF5 4SX,02920 671420,95
6812001,Millbank Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clarke Street,Ely,Cardiff,,CF5 5AL,02920 562595,248
6812003,Adamsdown Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,System Street,Adamsdown,Cardiff,,CF24 0JF,02920 493600,453
6812005,Albany Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albany Road,Roath,Cardiff,,CF24 3RR,02920 499520,448
6812007,Allensbank Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanishen Street,Heath,Cardiff,,CF14 3QE,02920 619022,211
6812009,Baden Powell Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Muirton Road,Tremorfa,Cardiff,,CF24 2SJ,02920 461894,396
6812011,Birchgrove Primary School,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Birchgrove Road,Birchgrove,Cardiff,,CF14 1RR,02920 628204,410
6812015,Trelai Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bishopston Road,Ely,Cardiff,,CF5 5DY,02920 402814,370
6812017,Fairwater Primary School,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Wellwright Road,Fairwater,Cardiff,,CF5 3ED,02920 563160,224
6812019,Gabalfa Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Colwill Road,Gabalfa,Cardiff,,CF14 2QQ,02920 624615,277
6812031,Kitchener Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Kitchener Road,Canton,Cardiff,,CF11 6HT,02920 387505,465
6812033,Lansdowne Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Norfolk Street,Canton,Cardiff,,CF5 1JY,02920 383184,406
6812037,Moorland Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Singleton Road,Splott,Cardiff,,CF24 2LJ,02920 462170,450
6812039,Radnor Primary School,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Radnor Road,Canton,Cardiff,,CF5 1RB,02920 387506,288
6812041,Rhydypenau Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fidlas Avenue,Llanishen,Cardiff,,CF14 0NX,02920 757253,530
6812043,Roath Park Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penywain Road,Roath Park,Cardiff,,CF24 4BB,02920 499549,478
6812045,Greenway Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanstephan Road,Rumney,Cardiff,,CF3 3JG,02920 777048,244
6812050,Stacey Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stacey Road,Roath,Cardiff,,CF24 1DW,02920 499508,227
6812052,Ton-yr-Ywen Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes-Y-Coed Road,Heath,Cardiff,,CF14 4HG,02920 754633,481
6812061,Peter Lea Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Carter Place,Fairwater,Cardiff,,CF5 3NP,02920 562034,352
6812065,Bryn Hafod Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blagdon Close,Llanrumney,Cardiff,,CF3 4HF,02920 793402,434
6812069,Pen-y-Bryn Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dunster Road,Llanrumney,Cardiff,,CF3 5TP,02920 777618,257
6812072,Coed Glas C P School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ty Glas Avenue,Llanishen,Cardiff,,CF14 5DW,02920 754862,526
6812074,Lakeside Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ontario Way,Lakeside,Cardiff,,CF23 6HB,02920 767050,480
6812075,Pentrebane Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beechley Drive,Pentrebane,Fairwater,Cardiff,CF5 3SG,02920 565773,232
6812084,Mount Stuart Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Adelaide Street,Butetown,Cardiff,,CF10 5BS,02920 481188,457
6812090,Llanishen Fach Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Uchaf,Rhiwbina,Cardiff,,CF14 6SS,02920 627886,501
6812092,Rhiwbeina Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lon Uchaf,Rhiwbeina,Cardiff,,CF14 6HL,02920 623732,705
6812094,Llanedeyrn Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wellwood,Llanedeyrn,Cardiff,,CF23 9JN,02920 736420,394
6812096,Springwood Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pennsylvania,Llanedeyrn,Cardiff,,CF23 9LS,02920 735101,232
6812101,Ninian Park Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Virgil Street,Grangetown,Cardiff,,CF11 8TF,02920 388991,656
6812104,Coryton Primary,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hollybush Estate,Whitchurch,Cardiff,,CF14 7DS,02920 616792,219
6812107,Bryn Celyn Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryn Celyn,Pentwyn,Cardiff,,CF23 7EH,02920 400770,170
6812111,Y G G Gwaelod Y Garth,681,Cardiff,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Main Road,Gwaelodygarth,Cardiff,,CF15 9HJ,02920 810489,278
6812132,Radyr Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Road,Radyr,Cardiff,,CF15 8DF,02920 842228,462
6812137,Tongwynlais Primary School,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Merthyr Road,Tongwynlais,Cardiff,,CF15 7LF,02920 810383,206
6812147,Llysfaen Primary School,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Rowan Way,Lisvane,Cardiff,,CF14 0TB,02920 756071,451
